Bat1,Bat2,Runs,BF,SR,4s,6s,Opposition,Ground,StartDate,Player
3,18*,21,37,56.75,3,0,New Zealand,Hamilton,31 Mar 2000,waugh
41,-,41,94,43.61,3,0,West Indies,Brisbane,23 Nov 2000,waugh
26,-,26,51,50.98,4,0,West Indies,Perth,1 Dec 2000,waugh
121*,20,141,279,50.53,16,0,West Indies,Melbourne,26 Dec 2000,waugh
103,38,141,314,44.9,12,1,West Indies,Sydney,2 Jan 2001,waugh
15,DNB,15,17,88.23,3,0,India,Mumbai,27 Feb 2001,waugh
110,24,134,261,51.34,15,1,India,Kolkata,11 Mar 2001,waugh
47,47,94,275,34.18,9,1,India,Chennai,18 Mar 2001,waugh
105,-,105,181,58.01,13,0,England,Birmingham,5 Jul 2001,waugh
45,DNB,45,97,46.39,7,0,England,Lord's,19 Jul 2001,waugh
13,1*,14,31,45.16,2,0,England,Nottingham,2 Aug 2001,waugh
157*,-,157,256,61.32,21,1,England,The Oval,23 Aug 2001,waugh
3,DNB,3,24,12.5,0,0,New Zealand,Brisbane,8 Nov 2001,waugh
0,-,0,18,0,0,0,New Zealand,Hobart,22 Nov 2001,waugh
8,67,75,170,44.11,9,0,New Zealand,Perth,30 Nov 2001,waugh
8,13,21,54,38.88,3,0,South Africa,Adelaide,14 Dec 2001,waugh
90,DNB,90,156,57.69,12,0,South Africa,Melbourne,26 Dec 2001,waugh
30,DNB,30,64,46.87,3,0,South Africa,Sydney,2 Jan 2002,waugh
32,-,32,98,32.65,5,0,South Africa,Johannesburg,22 Feb 2002,waugh
0,14,14,36,38.88,3,0,South Africa,Cape Town,8 Mar 2002,waugh
7,42,49,102,48.03,5,0,South Africa,Durban,15 Mar 2002,waugh
31,0,31,58,53.44,2,1,Pakistan,Colombo (PSS),3 Oct 2002,waugh
0,-,0,1,0,0,0,Pakistan,Sharjah,11 Oct 2002,waugh
103*,-,103,191,53.92,13,2,Pakistan,Sharjah,19 Oct 2002,waugh
7,12,19,79,24.05,0,0,England,Brisbane,7 Nov 2002,waugh
34,-,34,40,85,2,0,England,Adelaide,21 Nov 2002,waugh
53,-,53,89,59.55,10,0,England,Perth,29 Nov 2002,waugh
77,14,91,142,64.08,17,0,England,Melbourne,26 Dec 2002,waugh
102,6,108,146,73.97,19,0,England,Sydney,2 Jan 2003,waugh
25,DNB,25,55,45.45,1,1,West Indies,Georgetown,10 Apr 2003,waugh
DNB,DNB,-,-,-,-,-,West Indies,Port of Spain,19 Apr 2003,waugh
115,DNB,115,233,49.35,8,0,West Indies,Bridgetown,1 May 2003,waugh
41,45*,86,147,58.5,8,0,West Indies,St John's,9 May 2003,waugh
100*,-,100,133,75.18,10,1,Bangladesh,Darwin,18 Jul 2003,waugh
156*,-,156,291,53.6,17,0,Bangladesh,Cairns,25 Jul 2003,waugh
78,-,78,124,62.9,10,1,Zimbabwe,Perth,9 Oct 2003,waugh
61,DNB,61,98,62.24,9,0,Zimbabwe,Sydney,17 Oct 2003,waugh
0,56*,56,106,52.83,7,0,India,Brisbane,4 Dec 2003,waugh
30,42,72,118,61.01,13,0,India,Adelaide,12 Dec 2003,waugh
19,DNB,19,69,27.53,1,0,India,Melbourne,26 Dec 2003,waugh
40,80,120,231,51.94,21,0,India,Sydney,2 Jan 2004,waugh
58,-,58,102,56.86,9,0,Pakistan,Birmingham,1 Jun 1978,gower
56,-,56,76,73.68,9,0,Pakistan,Lord's,15 Jun 1978,gower
39,-,39,99,39.39,6,0,Pakistan,Leeds,29 Jun 1978,gower
111,11,122,276,44.2,14,0,New Zealand,The Oval,27 Jul 1978,gower
46,-,46,132,34.84,3,0,New Zealand,Nottingham,10 Aug 1978,gower
71,46,117,200,58.5,13,1,New Zealand,Lord's,24 Aug 1978,gower
44,48*,92,180,51.11,9,0,Australia,Brisbane,1 Dec 1978,gower
102,12,114,268,42.53,9,0,Australia,Perth,15 Dec 1978,gower
29,49,78,176,44.31,7,0,Australia,Melbourne,29 Dec 1978,gower
7,34,41,78,52.56,3,0,Australia,Sydney,6 Jan 1979,gower
9,21,30,67,44.77,4,0,Australia,Adelaide,27 Jan 1979,gower
65,DNB,65,111,58.55,6,0,Australia,Sydney,10 Feb 1979,gower
200*,-,200,279,71.68,24,0,India,Birmingham,12 Jul 1979,gower
82,-,82,94,87.23,10,2,India,Lord's,2 Aug 1979,gower
0,-,0,6,0,0,0,India,Leeds,16 Aug 1979,gower
0,7,7,28,25,0,0,India,The Oval,30 Aug 1979,gower
17,23,40,68,58.82,5,0,Australia,Perth,14 Dec 1979,gower
3,98*,101,144,70.13,13,0,Australia,Sydney,4 Jan 1980,gower
0,11,11,33,33.33,1,0,Australia,Melbourne,1 Feb 1980,gower
16,DNB,16,53,30.18,3,0,India,Mumbai,15 Feb 1980,gower
20,1,21,55,38.18,2,0,West Indies,Nottingham,5 Jun 1980,gower
45,35,80,163,49.07,11,0,Australia,Lord's,28 Aug 1980,gower
48,27,75,243,30.86,8,0,West Indies,Port of Spain,13 Feb 1981,gower
17,54,71,149,47.65,9,0,West Indies,Bridgetown,13 Mar 1981,gower
32,22,54,187,28.87,7,0,West Indies,St John's,27 Mar 1981,gower
22,154*,176,445,39.55,19,1,West Indies,Kingston,10 Apr 1981,gower
26,28,54,111,48.64,7,0,Australia,Nottingham,18 Jun 1981,gower
27,89,116,293,39.59,15,1,Australia,Lord's,2 Jul 1981,gower
24,9,33,72,45.83,4,0,Australia,Leeds,16 Jul 1981,gower
0,23,23,69,33.33,2,0,Australia,Birmingham,30 Jul 1981,gower
23,1,24,70,34.28,3,0,Australia,Manchester,13 Aug 1981,gower
5,20,25,36,69.44,5,0,India,Mumbai,27 Nov 1981,gower
82,34*,116,265,43.77,17,0,India,Bangalore,9 Dec 1981,gower
0,DNB,0,3,0,0,0,India,Delhi,23 Dec 1981,gower
11,74,85,198,42.92,7,0,India,Kolkata,1 Jan 1982,gower
64,-,64,161,39.75,9,0,India,Chennai,13 Jan 1982,gower
85,-,85,186,45.69,7,0,India,Kanpur,30 Jan 1982,gower
89,42*,131,277,47.29,18,1,Sri Lanka,Colombo (PSS),17 Feb 1982,gower
37,14*,51,113,45.13,2,0,India,Lord's,10 Jun 1982,gower
9,-,9,21,42.85,0,0,India,Manchester,24 Jun 1982,gower
47,45,92,197,46.7,7,0,India,The Oval,8 Jul 1982,gower
74,13,87,163,53.37,14,0,Pakistan,Birmingham,29 Jul 1982,gower
29,0,29,155,18.7,1,0,Pakistan,Lord's,12 Aug 1982,gower
74,7,81,180,45,9,0,Pakistan,Leeds,26 Aug 1982,gower
72,28,100,150,66.66,10,0,Australia,Perth,12 Nov 1982,gower
18,34,52,147,35.37,7,0,Australia,Brisbane,26 Nov 1982,gower
60,114,174,392,44.38,21,0,Australia,Adelaide,10 Dec 1982,gower
18,3,21,35,60,1,0,Australia,Melbourne,26 Dec 1982,gower
70,24,94,164,57.31,10,0,Australia,Sydney,2 Jan 1983,gower
11,25,36,93,38.7,5,0,New Zealand,The Oval,14 Jul 1983,gower
9,112*,121,214,56.54,15,0,New Zealand,Leeds,28 Jul 1983,gower
108,34,142,267,53.18,21,0,New Zealand,Lord's,11 Aug 1983,gower
72,33,105,180,58.33,14,0,New Zealand,Nottingham,25 Aug 1983,gower
33,DNB,33,61,54.09,4,0,New Zealand,Wellington,20 Jan 1984,gower
2,8,10,25,40,1,0,New Zealand,Christchurch,3 Feb 1984,gower
26,-,26,81,32.09,2,0,New Zealand,Auckland,10 Feb 1984,gower
58,57,115,296,38.85,10,0,Pakistan,Karachi,2 Mar 1984,gower
152,-,152,318,47.79,16,0,Pakistan,Faisalabad,12 Mar 1984,gower
9,173*,182,304,59.86,16,0,Pakistan,Lahore,19 Mar 1984,gower
10,12,22,66,33.33,2,0,West Indies,Birmingham,14 Jun 1984,gower
3,21,24,51,47.05,2,0,West Indies,Lord's,28 Jun 1984,gower
2,43,45,113,39.82,6,0,West Indies,Leeds,12 Jul 1984,gower
4,57*,61,167,36.52,8,0,West Indies,Manchester,26 Jul 1984,gower
12,7,19,46,41.3,3,0,West Indies,The Oval,9 Aug 1984,gower
55,-,55,151,36.42,5,0,Sri Lanka,Lord's,23 Aug 1984,gower
13,2,15,56,26.78,1,0,India,Mumbai,28 Nov 1984,gower
5,DNB,5,17,29.41,0,0,India,Delhi,12 Dec 1984,gower
19,-,19,44,43.18,2,0,India,Kolkata,31 Dec 1984,gower
18,DNB,18,23,78.26,4,0,India,Chennai,13 Jan 1985,gower
78,32*,110,300,36.66,10,0,India,Kanpur,31 Jan 1985,gower
17,5,22,40,55,3,0,Australia,Leeds,13 Jun 1985,gower
86,22,108,167,64.67,17,0,Australia,Lord's,27 Jun 1985,gower
166,17,183,318,57.54,19,0,Australia,Nottingham,11 Jul 1985,gower
47,-,47,141,33.33,5,0,Australia,Manchester,1 Aug 1985,gower
215,-,215,314,68.47,25,1,Australia,Birmingham,15 Aug 1985,gower
157,-,157,216,72.68,20,0,Australia,The Oval,29 Aug 1985,gower
16,9,25,46,54.34,1,1,West Indies,Kingston,21 Feb 1986,gower
66,47,113,153,73.85,19,0,West Indies,Port of Spain,7 Mar 1986,gower
66,23,89,113,78.76,12,0,West Indies,Bridgetown,21 Mar 1986,gower
10,22,32,55,58.18,6,0,West Indies,Port of Spain,3 Apr 1986,gower
90,21,111,219,50.68,12,1,West Indies,St John's,11 Apr 1986,gower
18,8,26,57,45.61,4,0,India,Lord's,5 Jun 1986,gower
49,26,75,133,56.39,7,1,India,Birmingham,3 Jul 1986,gower
62,3,65,191,34.03,10,0,New Zealand,Lord's,24 Jul 1986,gower
71,26,97,207,46.85,13,0,New Zealand,Nottingham,7 Aug 1986,gower
131,-,131,202,64.85,14,0,New Zealand,The Oval,21 Aug 1986,gower
51,15*,66,119,55.46,8,0,Australia,Brisbane,14 Nov 1986,gower
136,48,184,231,79.65,23,0,Australia,Perth,28 Nov 1986,gower
38,DNB,38,42,90.47,5,0,Australia,Adelaide,12 Dec 1986,gower
7,-,7,17,41.17,1,0,Australia,Melbourne,26 Dec 1986,gower
72,37,109,236,46.18,17,0,Australia,Sydney,10 Jan 1987,gower
22,-,22,42,52.38,4,0,Pakistan,Manchester,4 Jun 1987,gower
8,-,8,9,88.88,2,0,Pakistan,Lord's,18 Jun 1987,gower
10,55,65,154,42.2,8,0,Pakistan,Leeds,2 Jul 1987,gower
61,18,79,120,65.83,12,0,Pakistan,Birmingham,23 Jul 1987,gower
28,34,62,97,63.91,7,0,Pakistan,The Oval,6 Aug 1987,gower
18,88*,106,220,48.18,12,0,West Indies,Nottingham,2 Jun 1988,gower
46,1,47,70,67.14,7,0,West Indies,Lord's,16 Jun 1988,gower
9,34,43,80,53.75,5,0,West Indies,Manchester,30 Jun 1988,gower
13,2,15,28,53.57,1,0,West Indies,Leeds,21 Jul 1988,gower
26,34,60,83,72.28,11,0,Australia,Leeds,8 Jun 1989,gower
57,106,163,260,62.69,24,0,Australia,Lord's,22 Jun 1989,gower
8,-,8,26,30.76,1,0,Australia,Birmingham,6 Jul 1989,gower
35,15,50,91,54.94,7,0,Australia,Manchester,27 Jul 1989,gower
11,5,16,30,53.33,1,0,Australia,Nottingham,10 Aug 1989,gower
79,7,86,144,59.72,11,0,Australia,The Oval,24 Aug 1989,gower
40,32*,72,164,43.9,6,0,India,Lord's,26 Jul 1990,gower
38,16,54,90,60,8,0,India,Manchester,9 Aug 1990,gower
8,157*,165,289,57.09,22,0,India,The Oval,23 Aug 1990,gower
61,27,88,165,53.33,10,0,Australia,Brisbane,23 Nov 1990,gower
100,0,100,176,56.81,8,0,Australia,Melbourne,26 Dec 1990,gower
123,36,159,274,58.02,18,0,Australia,Sydney,4 Jan 1991,gower
11,16,27,47,57.44,3,0,Australia,Adelaide,25 Jan 1991,gower
28*,5,33,58,56.89,4,0,Australia,Perth,1 Feb 1991,gower
73,-,73,85,85.88,12,0,Pakistan,Manchester,2 Jul 1992,gower
18*,31*,49,146,33.56,3,0,Pakistan,Leeds,23 Jul 1992,gower
27,1,28,60,46.66,4,0,Pakistan,The Oval,6 Aug 1992,gower
51,DNB,51,,,,,South Africa,Johannesburg,24 Dec 1927,hammond
43,14,57,,,,,South Africa,Cape Town,31 Dec 1927,hammond
90,1*,91,,,,,South Africa,Durban,21 Jan 1928,hammond
28,25,53,,,,,South Africa,Johannesburg,28 Jan 1928,hammond
66,3,69,,,,,South Africa,Durban,4 Feb 1928,hammond
45,-,45,,,,,West Indies,Lord's,23 Jun 1928,hammond
63,-,63,,,,,West Indies,Manchester,21 Jul 1928,hammond
3,-,3,,,,,West Indies,The Oval,11 Aug 1928,hammond
44,28,72,,,,,Australia,Brisbane,30 Nov 1928,hammond
251,DNB,251,,,,,Australia,Sydney,14 Dec 1928,hammond
200,32,232,,,,,Australia,Melbourne,29 Dec 1928,hammond
119*,177,296,,,,,Australia,Adelaide,1 Feb 1929,hammond
38,16,54,,,,,Australia,Melbourne,8 Mar 1929,hammond
18,138*,156,,,,,South Africa,Birmingham,15 Jun 1929,hammond
8,5,13,,,,,South Africa,Lord's,29 Jun 1929,hammond
65,0,65,,,,,South Africa,Leeds,13 Jul 1929,hammond
17,101*,118,,,,,South Africa,The Oval,17 Aug 1929,hammond
8,4,12,,,,,Australia,Nottingham,13 Jun 1930,hammond
38,32,70,,,,,Australia,Lord's,27 Jun 1930,hammond
113,35,148,,,,,Australia,Leeds,11 Jul 1930,hammond
3,-,3,,,,,Australia,Manchester,25 Jul 1930,hammond
13,60,73,,,,,Australia,The Oval,16 Aug 1930,hammond
49,63,112,,,,,South Africa,Johannesburg,24 Dec 1930,hammond
57,65,122,,,,,South Africa,Cape Town,1 Jan 1931,hammond
136*,-,136,,,,,South Africa,Durban,16 Jan 1931,hammond
75,15,90,,,,,South Africa,Johannesburg,13 Feb 1931,hammond
29,28,57,,,,,South Africa,Durban,21 Feb 1931,hammond
7,46,53,,,,,New Zealand,Lord's,27 Jun 1931,hammond
100*,-,100,,,,,New Zealand,The Oval,29 Jul 1931,hammond
16,-,16,,,,,New Zealand,Manchester,15 Aug 1931,hammond
35,12,47,,,,,India,Lord's,25 Jun 1932,hammond
112,DNB,112,,,,,Australia,Sydney,2 Dec 1932,hammond
8,23,31,,,,,Australia,Melbourne,30 Dec 1932,hammond
2,85,87,,,,,Australia,Adelaide,13 Jan 1933,hammond
20,14,34,,,,,Australia,Brisbane,10 Feb 1933,hammond
101,75*,176,,,,,Australia,Sydney,23 Feb 1933,hammond
227,-,227,,,,,New Zealand,Christchurch,24 Mar 1933,hammond
336*,-,336,,,,,New Zealand,Auckland,31 Mar 1933,hammond
29,-,29,,,,,West Indies,Lord's,24 Jun 1933,hammond
34,-,34,,,,,West Indies,Manchester,22 Jul 1933,hammond
11,-,11,,,,,West Indies,The Oval,12 Aug 1933,hammond
25,16,41,,,,,Australia,Nottingham,8 Jun 1934,hammond
2,-,2,,,,,Australia,Lord's,22 Jun 1934,hammond
4,DNB,4,,,,,Australia,Manchester,6 Jul 1934,hammond
37,20,57,,,,,Australia,Leeds,20 Jul 1934,hammond
15,43,58,,,,,Australia,The Oval,18 Aug 1934,hammond
43,29*,72,,,,,West Indies,Bridgetown,8 Jan 1935,hammond
1,9,10,,,,,West Indies,Port of Spain,24 Jan 1935,hammond
47,1,48,,,,,West Indies,Georgetown,14 Feb 1935,hammond
11,34,45,,,,,West Indies,Kingston,14 Mar 1935,hammond
28,-,28,,,,,South Africa,Nottingham,15 Jun 1935,hammond
27,27,54,,,,,South Africa,Lord's,29 Jun 1935,hammond
63,87*,150,,,,,South Africa,Leeds,13 Jul 1935,hammond
29,63*,92,,,,,South Africa,Manchester,27 Jul 1935,hammond
65,-,65,,,,,South Africa,The Oval,17 Aug 1935,hammond
167,-,167,,,,,India,Manchester,25 Jul 1936,hammond
217,5*,222,,,,,India,The Oval,15 Aug 1936,hammond
0,25,25,,,,,Australia,Brisbane,4 Dec 1936,hammond
231*,-,231,,,,,Australia,Sydney,18 Dec 1936,hammond
32,51,83,,,,,Australia,Melbourne,1 Jan 1937,hammond
20,39,59,,,,,Australia,Adelaide,29 Jan 1937,hammond
14,56,70,,,,,Australia,Melbourne,26 Feb 1937,hammond
140,DNB,140,,,,,New Zealand,Lord's,26 Jun 1937,hammond
33,0,33,,,,,New Zealand,Manchester,24 Jul 1937,hammond
31,DNB,31,,,,,New Zealand,The Oval,14 Aug 1937,hammond
26,-,26,,,,,Australia,Nottingham,10 Jun 1938,hammond
240,2,242,,,,,Australia,Lord's,24 Jun 1938,hammond
76,0,76,,,,,Australia,Leeds,22 Jul 1938,hammond
59,-,59,,,,,Australia,The Oval,20 Aug 1938,hammond
24,58,82,,,,,South Africa,Johannesburg,24 Dec 1938,hammond
181,-,181,,,,,South Africa,Cape Town,31 Dec 1938,hammond
120,-,120,,,,,South Africa,Durban,20 Jan 1939,hammond
1,61*,62,,,,,South Africa,Johannesburg,18 Feb 1939,hammond
24,140,164,,,,,South Africa,Durban,3 Mar 1939,hammond
14,30*,44,,,,,West Indies,Lord's,24 Jun 1939,hammond
22,32,54,,,,,West Indies,Manchester,22 Jul 1939,hammond
43,138,181,,,,,West Indies,The Oval,19 Aug 1939,hammond
33,DNB,33,,,,,India,Lord's,22 Jun 1946,hammond
69,8,77,,,,,India,Manchester,20 Jul 1946,hammond
9*,-,9,,,,,India,The Oval,17 Aug 1946,hammond
32,23,55,,,,,Australia,Brisbane,29 Nov 1946,hammond
1,37,38,,,,,Australia,Sydney,13 Dec 1946,hammond
9,26,35,,,,,Australia,Melbourne,1 Jan 1947,hammond
18,22,40,,,,,Australia,Adelaide,31 Jan 1947,hammond
79,-,79,,,,,New Zealand,Christchurch,21 Mar 1947,hammond
1,5,6,,,,,England,Lord's,22 Jun 1896,hill
9,14,23,,,,,England,Manchester,16 Jul 1896,hill
1,0,1,,,,,England,The Oval,10 Aug 1896,hill
19,96,115,,,,,England,Sydney,13 Dec 1897,hill
58,-,58,,,,,England,Melbourne,1 Jan 1898,hill
81,-,81,,,,,England,Adelaide,14 Jan 1898,hill
188,0,188,,,,,England,Melbourne,29 Jan 1898,hill
8,2,10,,,,,England,Sydney,26 Feb 1898,hill
52,80,132,,,,,England,Nottingham,1 Jun 1899,hill
135,DNB,135,,,,,England,Lord's,15 Jun 1899,hill
34,0,34,,,,,England,Leeds,29 Jun 1899,hill
46,0,46,,,,,England,Sydney,13 Dec 1901,hill
15,99,114,,,,,England,Melbourne,1 Jan 1902,hill
98,97,195,,,,,England,Adelaide,17 Jan 1902,hill
21,30,51,,,,,England,Sydney,14 Feb 1902,hill
28,87,115,,,,,England,Melbourne,28 Feb 1902,hill
1,10*,11,,,,,England,Birmingham,29 May 1902,hill
TDNB,-,-,,,,,England,Lord's,12 Jun 1902,hill
18,119,137,,,,,England,Sheffield,3 Jul 1902,hill
65,0,65,,,,,England,Manchester,24 Jul 1902,hill
11,34,45,,,,,England,The Oval,11 Aug 1902,hill
76,142,218,,,,,South Africa,Johannesburg,11 Oct 1902,hill
6,12,18,,,,,South Africa,Johannesburg,18 Oct 1902,hill
91*,DNB,91,,,,,South Africa,Cape Town,8 Nov 1902,hill
5,51,56,,,,,England,Sydney,11 Dec 1903,hill
5,20,25,,,,,England,Melbourne,1 Jan 1904,hill
88,16,104,,,,,England,Adelaide,15 Jan 1904,hill
33,26,59,,,,,England,Sydney,26 Feb 1904,hill
16,16,32,,,,,England,Melbourne,5 Mar 1904,hill
54,8,62,,,,,England,Nottingham,29 May 1905,hill
7,-,7,,,,,England,Lord's,15 Jun 1905,hill
7,33,40,,,,,England,Leeds,3 Jul 1905,hill
0,27,27,,,,,England,Manchester,24 Jul 1905,hill
18,34,52,,,,,England,The Oval,14 Aug 1905,hill
87,1,88,,,,,England,Sydney,13 Dec 1907,hill
16,3,19,,,,,England,Melbourne,1 Jan 1908,hill
5,160,165,,,,,England,Adelaide,10 Jan 1908,hill
7,25,32,,,,,England,Melbourne,7 Feb 1908,hill
12,44,56,,,,,England,Sydney,21 Feb 1908,hill
191,-,191,,,,,South Africa,Sydney,9 Dec 1910,hill
39,0,39,,,,,South Africa,Melbourne,31 Dec 1910,hill
16,55,71,,,,,South Africa,Adelaide,7 Jan 1911,hill
11,100,111,,,,,South Africa,Melbourne,17 Feb 1911,hill
13,DNB,13,,,,,South Africa,Sydney,3 Mar 1911,hill
46,65,111,,,,,England,Sydney,15 Dec 1911,hill
4,0,4,,,,,England,Melbourne,30 Dec 1911,hill
0,98,98,,,,,England,Adelaide,12 Jan 1912,hill
22,11,33,,,,,England,Melbourne,9 Feb 1912,hill
20,8,28,,,,,England,Sydney,23 Feb 1912,hill
48,DNB,48,,,,,Australia,Nottingham,4 Jun 1964,boycott
38,4,42,,,,,Australia,Leeds,2 Jul 1964,boycott
58,-,58,,,,,Australia,Manchester,23 Jul 1964,boycott
30,113,143,,,,,Australia,The Oval,13 Aug 1964,boycott
73,-,73,,,,,South Africa,Durban,4 Dec 1964,boycott
4,-,4,,,,,South Africa,Johannesburg,23 Dec 1964,boycott
15,1*,16,,,,,South Africa,Cape Town,1 Jan 1965,boycott
5,76*,81,,,,,South Africa,Johannesburg,22 Jan 1965,boycott
117,7,124,,,,,South Africa,Port Elizabeth,12 Feb 1965,boycott
23,44*,67,,,,,New Zealand,Birmingham,27 May 1965,boycott
14,76,90,,,,,New Zealand,Lord's,17 Jun 1965,boycott
31,28,59,,,,,South Africa,Lord's,22 Jul 1965,boycott
0,16,16,,,,,South Africa,Nottingham,5 Aug 1965,boycott
45,63*,108,,,,,Australia,Brisbane,10 Dec 1965,boycott
51,5*,56,,,,,Australia,Melbourne,30 Dec 1965,boycott
84,-,84,,,,,Australia,Sydney,7 Jan 1966,boycott
22,12,34,,,,,Australia,Adelaide,28 Jan 1966,boycott
17,1,18,,,,,Australia,Melbourne,11 Feb 1966,boycott
4,4,8,,,,,New Zealand,Christchurch,25 Feb 1966,boycott
5,-,5,,,,,New Zealand,Dunedin,4 Mar 1966,boycott
60,25,85,,,,,West Indies,Lord's,16 Jun 1966,boycott
0,71,71,,,,,West Indies,Nottingham,30 Jun 1966,boycott
12,14,26,,,,,West Indies,Leeds,4 Aug 1966,boycott
4,-,4,,,,,West Indies,The Oval,18 Aug 1966,boycott
246*,DNB,246,,,,,India,Leeds,8 Jun 1967,boycott
25,6,31,,,,,India,Birmingham,13 Jul 1967,boycott
15,1*,16,,,,,Pakistan,Nottingham,10 Aug 1967,boycott
68,-,68,,,,,West Indies,Port of Spain,19 Jan 1968,boycott
17,0,17,,,,,West Indies,Kingston,8 Feb 1968,boycott
90,-,90,,,,,West Indies,Bridgetown,29 Feb 1968,boycott
62,80*,142,,,,,West Indies,Port of Spain,14 Mar 1968,boycott
116,30,146,,,,,West Indies,Georgetown,28 Mar 1968,boycott
35,11,46,,,,,Australia,Manchester,6 Jun 1968,boycott
49,-,49,,,,,Australia,Lord's,20 Jun 1968,boycott
36,31,67,,,,,Australia,Birmingham,11 Jul 1968,boycott
128,1*,129,,,,,West Indies,Manchester,12 Jun 1969,boycott
23,106,129,,,,,West Indies,Lord's,26 Jun 1969,boycott
12,0,12,,,,,West Indies,Leeds,10 Jul 1969,boycott
0,47,47,,,,,New Zealand,Lord's,24 Jul 1969,boycott
0,-,0,,,,,New Zealand,Nottingham,7 Aug 1969,boycott
46,8,54,,,,,New Zealand,The Oval,21 Aug 1969,boycott
37,16,53,,,,,Australia,Brisbane,27 Nov 1970,boycott
70,50,120,,,,,Australia,Perth,11 Dec 1970,boycott
77,142*,219,,,,,Australia,Sydney,9 Jan 1971,boycott
12,76*,88,,,,,Australia,Melbourne,21 Jan 1971,boycott
58,119*,177,,,,,Australia,Adelaide,29 Jan 1971,boycott
121*,DNB,121,,,,,Pakistan,Lord's,17 Jun 1971,boycott
112,13,125,,,,,Pakistan,Leeds,8 Jul 1971,boycott
3,33,36,,,,,India,Lord's,22 Jul 1971,boycott
8,47,55,,,,,Australia,Manchester,8 Jun 1972,boycott
11,6,17,,,,,Australia,Lord's,22 Jun 1972,boycott
51,1,52,,,,,New Zealand,Nottingham,7 Jun 1973,boycott
61,92,153,,,,,New Zealand,Lord's,21 Jun 1973,boycott
115,-,115,,,,,New Zealand,Leeds,5 Jul 1973,boycott
97,30,127,,,,,West Indies,The Oval,26 Jul 1973,boycott
56*,DNB,56,,,,,West Indies,Birmingham,9 Aug 1973,boycott
4,15,19,,,,,West Indies,Lord's,23 Aug 1973,boycott
6,93,99,,,,,West Indies,Port of Spain,2 Feb 1974,boycott
68,5,73,,,,,West Indies,Kingston,16 Feb 1974,boycott
10,13,23,,,,,West Indies,Bridgetown,6 Mar 1974,boycott
15,-,15,,,,,West Indies,Georgetown,22 Mar 1974,boycott
99,112,211,,,,,West Indies,Port of Spain,30 Mar 1974,boycott
10,6,16,,,,,India,Manchester,6 Jun 1974,boycott
107,80*,187,,,,,Australia,Nottingham,28 Jul 1977,boycott
191,-,191,,,,,Australia,Leeds,11 Aug 1977,boycott
39,25*,64,,,,,Australia,The Oval,25 Aug 1977,boycott
63,-,63,,,,,Pakistan,Lahore,14 Dec 1977,boycott
79,100*,179,,,,,Pakistan,Hyderabad (Sind),2 Jan 1978,boycott
31,56,87,,,,,Pakistan,Karachi,18 Jan 1978,boycott
77,1,78,,,,,New Zealand,Wellington,10 Feb 1978,boycott
8,26,34,,,,,New Zealand,Christchurch,24 Feb 1978,boycott
54,-,54,,,,,New Zealand,Auckland,4 Mar 1978,boycott
131,-,131,,,,,New Zealand,Nottingham,10 Aug 1978,boycott
24,4,28,,,,,New Zealand,Lord's,24 Aug 1978,boycott
13,16,29,,,,,Australia,Brisbane,1 Dec 1978,boycott
77,23,100,,,,,Australia,Perth,15 Dec 1978,boycott
1,38,39,,,,,Australia,Melbourne,29 Dec 1978,boycott
8,0,8,,,,,Australia,Sydney,6 Jan 1979,boycott
6,49,55,,,,,Australia,Adelaide,27 Jan 1979,boycott
19,13,32,,,,,Australia,Sydney,10 Feb 1979,boycott
155,-,155,,,,,India,Birmingham,12 Jul 1979,boycott
32,-,32,,,,,India,Lord's,2 Aug 1979,boycott
31,-,31,,,,,India,Leeds,16 Aug 1979,boycott
35,125,160,,,,,India,The Oval,30 Aug 1979,boycott
0,99*,99,,,,,Australia,Perth,14 Dec 1979,boycott
8,18,26,,,,,Australia,Sydney,4 Jan 1980,boycott
44,7,51,,,,,Australia,Melbourne,1 Feb 1980,boycott
22,43*,65,,,,,India,Mumbai,15 Feb 1980,boycott
36,75,111,,,,,West Indies,Nottingham,5 Jun 1980,boycott
8,49*,57,,,,,West Indies,Lord's,19 Jun 1980,boycott
5,86,91,,,,,West Indies,Manchester,10 Jul 1980,boycott
53,5,58,,,,,West Indies,The Oval,24 Jul 1980,boycott
4,47,51,,,,,West Indies,Leeds,7 Aug 1980,boycott
62,128*,190,,,,,Australia,Lord's,28 Aug 1980,boycott
30,70,100,,,,,West Indies,Port of Spain,13 Feb 1981,boycott
0,1,1,,,,,West Indies,Bridgetown,13 Mar 1981,boycott
38,104*,142,,,,,West Indies,St John's,27 Mar 1981,boycott
40,12,52,,,,,West Indies,Kingston,10 Apr 1981,boycott
27,4,31,,,,,Australia,Nottingham,18 Jun 1981,boycott
17,60,77,,,,,Australia,Lord's,2 Jul 1981,boycott
12,46,58,,,,,Australia,Leeds,16 Jul 1981,boycott
13,29,42,,,,,Australia,Birmingham,30 Jul 1981,boycott
10,37,47,,,,,Australia,Manchester,13 Aug 1981,boycott
137,0,137,,,,,Australia,The Oval,27 Aug 1981,boycott
60,3,63,,,,,India,Mumbai,27 Nov 1981,boycott
36,50,86,,,,,India,Bangalore,9 Dec 1981,boycott
105,34*,139,,,,,India,Delhi,23 Dec 1981,boycott
18,6,24,,,,,India,Kolkata,1 Jan 1982,boycott
